title,token,no_stopwords,processed,emoji,mention,hashtag,jumlah_emoji,jumlah_mention,jumlah_hashtag
sekarang gua ngerti kenapa ada ramalan indonesia bakalan jadi bagian dari singapura😂,"[sekarang, gua, ngerti, kenapa, ada, ramalan, indonesia, bakalan, jadi, bagian, dari, singapura]","[sekarang, ngerti, ada, ramalan, indonesia, bakalan, bagian, singapura]",sekarang ngerti ada ramal indonesia bakal bagi singapura,😂,,,1,0,0
"klo indonesia ga punya rakyat, mendadak miskin kelean😂","[klo, indonesia, ga, punya, rakyat, mendadak, miskin, kelean]","[klo, indonesia, punya, rakyat, mendadak, miskin, kelean]",klo indonesia punya rakyat dadak miskin kelean,😂,,,1,0,0
aku kalo masih single juga pasti milih ke luar negeri pak,"[aku, kalo, masih, single, juga, pasti, milih, ke, luar, negeri, pak]","[aku, kalo, single, pasti, milih, luar, negeri, pak]",aku kalo single pasti milih luar negeri pak,,,,0,0,0
suatu saat gw bakal nyusul luh bang ke jepang,"[suatu, saat, gw, bakal, nyusul, luh, bang, ke, jepang]","[suatu, gw, bakal, nyusul, luh, bang, jepang]",suatu gw bakal nyusul luh bang jepang,,,,0,0,0
"yg gua cari di indo saat belum kerja
-kuliah S1
-kerja
-uang kekumpul
-#kaburajadulu😹","[yg, gua, cari, di, indo, saat, belum, kerja, kuliah, s, kerja, uang, kekumpul]","[cari, indo, belum, kerja, kuliah, s, kerja, uang, kekumpul]",cari indo belum kerja kuliah s kerja uang kumpul,😹,,#kaburajadulu,1,0,1
pengen ikut trendnya tapi aku sadar kalo aku msih anak sekolahan+gk punya uang🗿,"[pengen, ikut, trendnya, tapi, aku, sadar, kalo, aku, msih, anak, sekolahan, gk, punya, uang]","[pengen, ikut, trendnya, aku, sadar, kalo, aku, msih, anak, sekolahan, gk, punya, uang]",ken ikut trendnya aku sadar kalo aku msih anak sekolah gk punya uang,🗿,,,1,0,0
cape ama pemerintahan nya,"[cape, ama, pemerintahan, nya]","[cape, ama, pemerintahan]",cape ama perintah,,,,0,0,0
emang kalau kita punya jiwa nasionalisme semua dipermudah?... ngak kan yaudah 🗿,"[emang, kalau, kita, punya, jiwa, nasionalisme, semua, dipermudah, ngak, kan, yaudah]","[emang, kalau, punya, jiwa, nasionalisme, semua, dipermudah, ngak, yaudah]",emang kalau punya jiwa nasionalisme semua mudah ngak yaudah,🗿,,,1,0,0
🥰🥰🥰😂😂😂jiannn. seru ni tandingnya...,"[jiannn, seru, ni, tandingnya]","[jiannn, seru, ni, tandingnya]",jiannn seru ni tanding,🥰🥰🥰😂😂😂,,,6,0,0
🤣🤣🤣🤣🤣🤣🤣🤣👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍hinaan yg josssssss,"[hinaan, yg, josssssss]","[hinaan, josssssss]",hina josssssss,🤣🤣🤣🤣🤣🤣🤣🤣👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍,,,23,0,0
meragukan? syarat kerja di luar negeri ga ribet WKKWKW,"[meragukan, syarat, kerja, di, luar, negeri, ga, ribet, wkkwkw]","[meragukan, syarat, kerja, luar, negeri, ribet, wkkwkw]",ragu syarat kerja luar negeri ribet wkkwkw,,,,0,0,0
Smgt kwn yg mau merantau k luar negri’ kalo bisa carilah pasangan di sana dan menetaplah 👍👍,"[smgt, kwn, yg, mau, merantau, k, luar, negri, kalo, bisa, carilah, pasangan, di, sana, dan, menetaplah]","[smgt, kwn, mau, merantau, k, luar, negri, kalo, carilah, pasangan, sana, menetaplah]",smgt kwn mau rantau k luar negri kalo cari pasang sana tetap,👍👍,,,2,0,0
kabur dulu aahh😂,"[kabur, dulu, aahh]","[kabur, dulu, aahh]",kabur dulu aahh,😂,,,1,0,0
#kucariketenangan bukan #carikesulitan,[bukan],[bukan],bukan,,,"#kucariketenangan, #carikesulitan",0,0,2
@kay Swis tunggu kita🤩,"[swis, tunggu, kita]","[swis, tunggu]",swis tunggu,🤩,@kay,,1,1,0
Gmn caranya mauu ikottttt,"[gmn, caranya, mauu, ikottttt]","[gmn, caranya, mauu, ikottttt]",gmn cara mauu ikottttt,,,,0,0,0
ikut aku mo kabur juga capek kali nyarik kerja,"[ikut, aku, mo, kabur, juga, capek, kali, nyarik, kerja]","[ikut, aku, mo, kabur, capek, nyarik, kerja]",ikut aku mo kabur capek nyarik kerja,,,,0,0,0
"@Selviii ᥫ᭡ KITAA KEMAANAAA?, paling deket aja singapore?😊, apa chinaa yya?, deket juga soalnya","[ᥫ, kitaa, kemaanaaa, paling, deket, aja, singapore, apa, chinaa, yya, deket, juga, soalnya]","[ᥫ, kitaa, kemaanaaa, paling, deket, singapore, apa, chinaa, yya, deket, soalnya]", kitaa kemaanaaa paling deket singapore apa chinaa yya deket soal,😊,@selviii,,1,1,0
MAKANYA NAIKKIN ITU GAJI 🔥 GAJI DAN KERJAAN GA SEBANDING,"[makanya, naikkin, itu, gaji, gaji, dan, kerjaan, ga, sebanding]","[makanya, naikkin, gaji, gaji, kerjaan, sebanding]",makanya naikkin gaji gaji kerja banding,🔥,,,1,0,0
"dia lupa siapa pahlawan devisa ( TKI ), 🤣🤣","[dia, lupa, siapa, pahlawan, devisa, tki]","[lupa, siapa, pahlawan, devisa, tki]",lupa siapa pahlawan devisa tki,🤣🤣,,,2,0,0
"wkwk aku ada rencana pen pindah China, tapi kudu cari cowo China dulu itu yg paling gampang buat kewarganegaraan😅","[wkwk, aku, ada, rencana, pen, pindah, china, tapi, kudu, cari, cowo, china, dulu, itu, yg, paling, gampang, buat, kewarganegaraan]","[aku, rencana, pen, pindah, china, kudu, cari, cowo, china, dulu, paling, gampang, buat, kewarganegaraan]",aku rencana pen pindah china kudu cari cowo china dulu paling gampang buat kewarganegaraan,😅,,,1,0,0
"behh gw kalau di luar negri mau banget bikin konten ini, cape gw tingga di pemerintahan begini","[behh, gw, kalau, di, luar, negri, mau, banget, bikin, konten, ini, cape, gw, tingga, di, pemerintahan, begini]","[behh, gw, kalau, luar, negri, mau, banget, bikin, konten, cape, gw, tingga, pemerintahan, begini]",behh gw kalau luar negri mau banget bikin konten cape gw tingga perintah begini,,,,0,0,0
nasionalisme...? anda bercanda? 😂,"[nasionalisme, anda, bercanda]","[nasionalisme, bercanda]",nasionalisme canda,😂,,,1,0,0
mencintai diri sendiri aja masih ragu-ragu 😫..,"[mencintai, diri, sendiri, aja, masih, ragu, ragu]","[mencintai, diri, sendiri, ragu, ragu]",cinta diri sendiri ragu ragu,😫,,,1,0,0
emg nasionalisme digaji🗿@Moza'様,"[emg, nasionalisme, digaji, 様]","[emg, nasionalisme, digaji, 様]",emg nasionalisme gaji ,🗿,@moza,,1,1,0
"cinta saya sama negeri ini bertepuk sebelah tangan,lebih baik menjauh dari pada hati ini semakin sakit😂😂😂","[cinta, saya, sama, negeri, ini, bertepuk, sebelah, tangan, lebih, baik, menjauh, dari, pada, hati, ini, semakin, sakit]","[cinta, sama, negeri, bertepuk, sebelah, tangan, lebih, baik, menjauh, pada, hati, semakin, sakit]",cinta sama negeri tepuk belah tangan lebih baik jauh pada hati makin sakit,😂😂😂,,,3,0,0
semakin ingin pergi ke Jepang gua🗿,"[semakin, ingin, pergi, ke, jepang, gua]","[semakin, pergi, jepang]",makin pergi jepang,🗿,,,1,0,0
ikut bang 😁,"[ikut, bang]","[ikut, bang]",ikut bang,😁,,,1,0,0
"😂🤣😂🤣 jika ada asap maka ada api ,, jika ada kecewa pasti harapan ,, rakyat kecewa pasti kebijakan pejabatnya mejerat rakyatnya ✌️✌️😇😎😎","[jika, ada, asap, maka, ada, api, jika, ada, kecewa, pasti, harapan, rakyat, kecewa, pasti, kebijakan, pejabatnya, mejerat, rakyatnya]","[ada, asap, ada, api, ada, kecewa, harapan, rakyat, kecewa, kebijakan, pejabatnya, mejerat, rakyatnya]",ada asap ada api ada kecewa harap rakyat kecewa bijak jabat mejerat rakyat,😂🤣😂🤣✌✌😇😎😎,,,9,0,0
-4 terbang russia,"[terbang, russia]","[terbang, russia]",terbang russia,,,,0,0,0
"pengen ke jepang, tapi ga ada duit, dah ampun di indo asli","[pengen, ke, jepang, tapi, ga, ada, duit, dah, ampun, di, indo, asli]","[pengen, jepang, duit, dah, ampun, indo, asli]",ken jepang duit dah ampun indo asli,,,,0,0,0
ajak gue kaburr dongg,"[ajak, gue, kaburr, dongg]","[ajak, kaburr, dongg]",ajak kaburr dongg,,,,0,0,0
"lebih baik keluar indo. dri pada di indo.
klw ada yg gratis ke luar negri berangkat kn saya dan keluarga.","[lebih, baik, keluar, indo, dri, pada, di, indo, klw, ada, yg, gratis, ke, luar, negri, berangkat, kn, saya, dan, keluarga]","[lebih, baik, keluar, indo, dri, di, indo, klw, gratis, luar, negri, berangkat, kn, dan, keluarga]",lebih baik keluar indo dri di indo klw gratis luar negri berangkat kn dan keluarga,,,,0,0,0
disaat orang pintar tidak dihargai .... disana lah dia berpikir untuk kemana dia akan dihargai 👍,"[disaat, orang, pintar, tidak, dihargai, disana, lah, dia, berpikir, untuk, kemana, dia, akan, dihargai]","[disaat, orang, pintar, dihargai, disana, lah, berpikir, kemana, akan, dihargai]",saat orang pintar harga sana lah pikir mana akan harga,👍,,,1,0,0
😎kacau leekkkk,"[kacau, leekkkk]","[kacau, leekkkk]",kacau leekkkk,😎,,,1,0,0
AWOKAWOK,[awokawok],[awokawok],awokawok,,,,0,0,0
#janganlupalapordamkar🔥,[],[],,🔥,,#janganlupalapordamkar,1,0,1
gw udah muak banget ama negara sendiri,"[gw, udah, muak, banget, ama, negara, sendiri]","[gw, muak, banget, ama, negara, sendiri]",gw muak banget ama negara sendiri,,,,0,0,0
kadang maksud cinta tanah air itu tidak berarti cinta pemerintahan dan kebijakannya juga.,"[kadang, maksud, cinta, tanah, air, itu, tidak, berarti, cinta, pemerintahan, dan, kebijakannya, juga]","[kadang, maksud, cinta, tanah, air, tidak, berarti, cinta, pemerintahan, kebijakannya]",kadang maksud cinta tanah air tidak arti cinta perintah bijak,,,,0,0,0
jangan salah mereka pekerja luar negeri penyumbang pajak bagi bangsa juga bukan meragukan nasionalisme.😁,"[jangan, salah, mereka, pekerja, luar, negeri, penyumbang, pajak, bagi, bangsa, juga, bukan, meragukan, nasionalisme]","[jangan, salah, pekerja, luar, negeri, penyumbang, pajak, bangsa, bukan, meragukan, nasionalisme]",jangan salah kerja luar negeri sumbang pajak bangsa bukan ragu nasionalisme,😁,,,1,0,0
info pindah ke luar negri dgn nyaman🔥,"[info, pindah, ke, luar, negri, dgn, nyaman]","[info, pindah, luar, negri, nyaman]",info pindah luar negri nyaman,🔥,,,1,0,0
"negeri ini milik pejabat negara , pns & bumn saja","[negeri, ini, milik, pejabat, negara, pns, bumn, saja]","[negeri, milik, pejabat, negara, pns, bumn]",negeri milik jabat negara pns bumn,,,,0,0,0
pen juga buat begini,"[pen, juga, buat, begini]","[pen, buat, begini]",pen buat begini,,,,0,0,0
"masih bahas Nasionalisme,, padahal aparat pemerintahan dan polisi aja udah ga bisa di percaya","[masih, bahas, nasionalisme, padahal, aparat, pemerintahan, dan, polisi, aja, udah, ga, bisa, di, percaya]","[bahas, nasionalisme, padahal, aparat, pemerintahan, polisi, di, percaya]",bahas nasionalisme padahal aparat perintah polisi di percaya,,,,0,0,0
"kerja di luar negri bukan berarti tidak nasionalisme pak Bahlil, di dalam negri susah cari kerja","[kerja, di, luar, negri, bukan, berarti, tidak, nasionalisme, pak, bahlil, di, dalam, negri, susah, cari, kerja]","[kerja, luar, negri, bukan, berarti, nasionalisme, pak, bahlil, dalam, negri, susah, cari, kerja]",kerja luar negri bukan arti nasionalisme pak bahlil dalam negri susah cari kerja,,,,0,0,0
Meragukan nasionalisme? yang harusnya diragukan itu koruptor nohhhh😌,"[meragukan, nasionalisme, yang, harusnya, diragukan, itu, koruptor, nohhhh]","[meragukan, nasionalisme, harusnya, diragukan, koruptor, nohhhh]",ragu nasionalisme harus ragu koruptor nohhhh,😌,,,1,0,0
emg pemerintah nasionalisme ke rakyat? 🗿,"[emg, pemerintah, nasionalisme, ke, rakyat]","[emg, pemerintah, nasionalisme, rakyat]",emg perintah nasionalisme rakyat,🗿,,,1,0,0
makan nasionalisma ka😹,"[makan, nasionalisma, ka]","[makan, nasionalisma, ka]",makan nasionalisma ka,😹,,,1,0,0
klau pemerintah nya betul..mustahil rakyat mk pindah ke luar negara,"[klau, pemerintah, nya, betul, mustahil, rakyat, mk, pindah, ke, luar, negara]","[klau, pemerintah, betul, mustahil, rakyat, mk, pindah, luar, negara]",klau perintah betul mustahil rakyat mk pindah luar negara,,,,0,0,0
saya malah meragukan nasionalisme tuan dengan berbagai aturan nya😳😳😳,"[saya, malah, meragukan, nasionalisme, tuan, dengan, berbagai, aturan, nya]","[malah, meragukan, nasionalisme, tuan, berbagai, aturan]",malah ragu nasionalisme tuan bagai atur,😳😳😳,,,3,0,0
info les bahasa inggris wal🗿🗿🗿,"[info, les, bahasa, inggris, wal]","[info, les, bahasa, inggris, wal]",info les bahasa inggris wal,🗿🗿🗿,,,3,0,0
"sebenernya di indo juga banyak lowongan kerja tapi yaitu persyaratan di bikin ribet+banyak ormas harus pake ordal lah(duit) dan yang lain2 wkwk makannya negara nya ga maju2 emg paling bener ke keluar negri aja sih kalo emg masih muda lebih menjanjikan...
di indo mah yang kaya makin kaya yang miskin tetep aja miskin😹","[sebenernya, di, indo, juga, banyak, lowongan, kerja, tapi, yaitu, persyaratan, di, bikin, ribet, banyak, ormas, harus, pake, ordal, lah, duit, dan, yang, lain, wkwk, makannya, negara, nya, ga, maju, emg, paling, bener, ke, keluar, negri, aja, sih, kalo, emg, masih, muda, lebih, menjanjikan, di, indo, mah, yang, kaya, makin, kaya, yang, miskin, tetep, aja, miskin]","[indo, banyak, lowongan, kerja, yaitu, persyaratan, bikin, ribet, banyak, ormas, pake, ordal, lah, duit, makannya, negara, maju, emg, paling, bener, keluar, negri, kalo, emg, muda, lebih, menjanjikan, indo, mah, kaya, makin, kaya, yang, miskin, tetep, miskin]",indo banyak lowong kerja yaitu syarat bikin ribet banyak ormas pake ordal lah duit makan negara maju emg paling bener keluar negri kalo emg muda lebih janji indo mah kaya makin kaya yang miskin tetep miskin,😹,,,1,0,0
Bangunnn.....banggunnnnnn..... williesalim sudah ganti PP.....,"[bangunnn, banggunnnnnn, williesalim, sudah, ganti, pp]","[bangunnn, banggunnnnnn, williesalim, ganti, pp]",bangunnn banggunnnnnn williesalim ganti pp,,,,0,0,0
🤣🤣🤣,[],[],,🤣🤣🤣,,,3,0,0
"kalo punya kesempatan, segera berangkat,, jgn d tunda2...
buat klean yg ga berencana lanjut kuliah,, segera cari info2 loker d luar negeri..
kalo ga mulai dr skrg, percaya lah kalian ga bakal bisa keluar dr sini lagi selamanya..","[kalo, punya, kesempatan, segera, berangkat, jgn, d, tunda, buat, klean, yg, ga, berencana, lanjut, kuliah, segera, cari, info, loker, d, luar, negeri, kalo, ga, mulai, dr, skrg, percaya, lah, kalian, ga, bakal, bisa, keluar, dr, sini, lagi, selamanya]","[kalo, punya, kesempatan, segera, berangkat, jgn, d, tunda, buat, klean, berencana, lanjut, kuliah, segera, cari, info, loker, d, luar, negeri, kalo, mulai, dr, skrg, percaya, lah, kalian, bakal, keluar, dr, sini, selamanya]",kalo punya sempat segera berangkat jgn d tunda buat klean rencana lanjut kuliah segera cari info loker d luar negeri kalo mulai dr skrg percaya lah kalian bakal keluar dr sini lama,,,,0,0,0
otw ke jepang lah...😙,"[otw, ke, jepang, lah]","[otw, jepang, lah]",otw jepang lah,😙,,,1,0,0
larangan adalah perintah😂,"[larangan, adalah, perintah]","[larangan, perintah]",larang perintah,😂,,,1,0,0
"ini bukan masalah nasionalisme, tpi masalah kehidupan yg lebih layak, kurang lebih seperti ituu","[ini, bukan, masalah, nasionalisme, tpi, masalah, kehidupan, yg, lebih, layak, kurang, lebih, seperti, ituu]","[bukan, masalah, nasionalisme, tpi, masalah, kehidupan, lebih, layak, kurang, lebih, ituu]",bukan masalah nasionalisme tpi masalah hidup lebih layak kurang lebih ituu,,,,0,0,0
"emang orang"" yg duduk di pemerintahan punya Nasionalisme😂","[emang, orang, yg, duduk, di, pemerintahan, punya, nasionalisme]","[emang, orang, duduk, pemerintahan, punya, nasionalisme]",emang orang duduk perintah punya nasionalisme,😂,,,1,0,0
mending luar negeri gaji gede,"[mending, luar, negeri, gaji, gede]","[mending, luar, negeri, gaji, gede]",mending luar negeri gaji gede,,,,0,0,0
"bener ada pepatah ' hujan emas di negeri orang , hujan batu di negeri sendiri '....","[bener, ada, pepatah, hujan, emas, di, negeri, orang, hujan, batu, di, negeri, sendiri]","[bener, pepatah, hujan, emas, negeri, orang, hujan, batu, negeri, sendiri]",bener pepatah hujan emas negeri orang hujan batu negeri sendiri,,,,0,0,0
Woii Bantuan berasnya kek mana ini 2 bulan gaada bantuan beras😂,"[woii, bantuan, berasnya, kek, mana, ini, bulan, gaada, bantuan, beras]","[woii, bantuan, berasnya, mana, bulan, gaada, bantuan, beras]",woii bantu beras mana bulan gaada bantu beras,😂,,,1,0,0
"kita peduli sama negara kita, tapi negara peduli ga sama kita?? 😅😅","[kita, peduli, sama, negara, kita, tapi, negara, peduli, ga, sama, kita]","[peduli, sama, negara, tapi, negara, peduli, sama]",peduli sama negara tapi negara peduli sama,😅😅,,,2,0,0
jiwa nasionalisme itu akan muncul klu rakyat sejahtera dinegri sendiri...g bakalan kepikiran keluar negri klu didlm negri terpenuhi...🙏🙏🙏,"[jiwa, nasionalisme, itu, akan, muncul, klu, rakyat, sejahtera, dinegri, sendiri, g, bakalan, kepikiran, keluar, negri, klu, didlm, negri, terpenuhi]","[jiwa, nasionalisme, akan, muncul, klu, rakyat, sejahtera, dinegri, sendiri, g, bakalan, kepikiran, keluar, negri, klu, didlm, negri, terpenuhi]",jiwa nasionalisme akan muncul klu rakyat sejahtera dinegri sendiri g bakal pikir keluar negri klu didlm negri penuh,🙏🙏🙏,,,3,0,0
nasionalisme..,[nasionalisme],[nasionalisme],nasionalisme,,,,0,0,0
"paaak paaak ....saya puyeng dibikin coretax gini aja sdh pengen pindah ke LN, untungnya blm ada jalannya","[paaak, paaak, saya, puyeng, dibikin, coretax, gini, aja, sdh, pengen, pindah, ke, ln, untungnya, blm, ada, jalannya]","[paaak, paaak, puyeng, dibikin, coretax, gini, sdh, pengen, pindah, ln, untungnya, blm, jalannya]",paaak paaak puyeng bikin coretax gin sdh ken pindah ln untung blm jalan,,,,0,0,0
otw jepang/jerman 🔥,"[otw, jepang, jerman]","[otw, jepang, jerman]",otw jepang jerman,🔥,,,1,0,0
"bukan nasionalismenya yang di ragukan tapi, keluarga kita butuh sandang pangan dan papan ya kan","[bukan, nasionalismenya, yang, di, ragukan, tapi, keluarga, kita, butuh, sandang, pangan, dan, papan, ya, kan]","[bukan, nasionalismenya, di, ragukan, keluarga, butuh, sandang, pangan, papan]",bukan nasionalisme di ragu keluarga butuh sandang pangan papan,,,,0,0,0
yakin pindah luar negeri segampang itu? 😋,"[yakin, pindah, luar, negeri, segampang, itu]","[yakin, pindah, luar, negeri, segampang]",yakin pindah luar negeri gampang,😋,,,1,0,0
yukk lah pindahh capek bgt kerja di Indonesia asliiiiiiiiiiii,"[yukk, lah, pindahh, capek, bgt, kerja, di, indonesia, asliiiiiiiiiiii]","[yukk, lah, pindahh, capek, bgt, kerja, indonesia, asliiiiiiiiiiii]",yukk lah pindahh capek bgt kerja indonesia asliiiiiiiiiiii,,,,0,0,0
indonesia susah cari kerja,"[indonesia, susah, cari, kerja]","[indonesia, susah, cari, kerja]",indonesia susah cari kerja,,,,0,0,0
wishlist gue ke london😌,"[wishlist, gue, ke, london]","[wishlist, london]",wishlist london,😌,,,1,0,0
"diposting ulang @lpksakuralista354
ma kak @nikitamirzanimawardi173 🤣
aq aj Ingin pindah ke jepang tpi umur dha bnyak biar anakq aj dikemudian hri tk ikutin lpk terpercaya biar dia memperbaiki hidupn","[diposting, ulang, ma, kak, aq, aj, ingin, pindah, ke, jepang, tpi, umur, dha, bnyak, biar, anakq, aj, dikemudian, hri, tk, ikutin, lpk, terpercaya, biar, dia, memperbaiki, hidupn]","[diposting, ulang, ma, kak, aq, aj, pindah, jepang, tpi, umur, dha, bnyak, biar, anakq, aj, dikemudian, hri, tk, ikutin, lpk, terpercaya, biar, memperbaiki, hidupn]",diposting ulang ma kak aq aj pindah jepang tpi umur dha bnyak biar anakq aj kemudi hri tk ikutin lpk percaya biar baik hidupn,🤣,"@lpksakuralista354, @nikitamirzanimawardi173",,1,2,0
mahal sih ap2 dsni,"[mahal, sih, ap, dsni]","[mahal, ap, dsni]",mahal ap dsni,,,,0,0,0
"masalahnya ya, makin lama kita disini, yg makin kaya mereka 😭🤣","[masalahnya, ya, makin, lama, kita, disini, yg, makin, kaya, mereka]","[masalahnya, makin, lama, disini, makin, kaya]",masalah makin lama sini makin kaya,😭🤣,,,2,0,0
"bukan nasionalismenya kurang pakk, tapi mereka para orang tua ataupun para pekerja juga punya keluarga dan punya sejuta harapan besar buat wujudin mimpi” sama harapan yg mereka impikan pak,","[bukan, nasionalismenya, kurang, pakk, tapi, mereka, para, orang, tua, ataupun, para, pekerja, juga, punya, keluarga, dan, punya, sejuta, harapan, besar, buat, wujudin, mimpi, sama, harapan, yg, mereka, impikan, pak]","[bukan, nasionalismenya, kurang, pakk, orang, tua, ataupun, pekerja, punya, keluarga, punya, sejuta, harapan, besar, buat, wujudin, mimpi, sama, harapan, mereka, impikan, pak]",bukan nasionalisme kurang pakk orang tua atau kerja punya keluarga punya juta harap besar buat wujudin mimpi sama harap mereka impi pak,,,,0,0,0
