"text","extracted_text","cleaned_text","normalized_text","tokens_no_stopwords_and_stemmed","processed","sentiment_label","likes","reply_count","created_time_formatted"
"jepang amin. #kaburajadulu.","jepang amin. #kaburajadulu.","jepang amin","jepang amin","['jepang', 'amin']","jepang amin","positif","1","0","2025-02-12 22:55:51"
"💋💋💋’s comment: kasih faham 😋","kasih faham 😋","kasih faham","kasih faham","['kasih', 'faham']","kasih faham","positif","0","0","2025-02-17 02:07:18"
"drrrtdrrt’s comment: andai pindah gampang dg profesi ini, pasti udh pergi dri sini","andai pindah gampang dg profesi ini, pasti udh pergi dri sini","andai pindah gampang dg profesi ini pasti udh pergi dri sini","andai pindah gampang dg profesi ini pasti sudah pergi dri sini","['andai', 'pindah', 'gampang', 'dg', 'profesi', 'pergi', 'dri']","andai pindah gampang dg profesi pergi dri","negatif","2","1","2025-02-12 07:15:46"
"M ✭’s comment: mantap mann👑","mantap mann👑","mantap mann","mantap mann","['mantap', 'mann']","mantap mann","netral","1","0","2025-02-14 22:56:36"
"Dezzy'’s comment: mauu kaburr.. indonesiaa banyak koruptor","mauu kaburr.. indonesiaa banyak koruptor","mauu kaburr indonesiaa banyak koruptor","mauu kaburr indonesiaa banyak koruptor","['mauu', 'kaburr', 'indonesiaa', 'koruptor']","mauu kaburr indonesiaa koruptor","negatif","1","0","2025-02-14 16:43:51"
"Gioowww’s comment: ngomongin diri sendiri gak sih??meragukan nasionalisme kita tp malah gapeduli sm kita😭😭","ngomongin diri sendiri gak sih??meragukan nasionalisme kita tp malah gapeduli sm kita😭😭","ngomongin diri sendiri gak sihmeragukan nasionalisme kita tp malah gapeduli sm kita","ngomongin diri sendiri tidak sihmeragukan nasionalisme kita tp malah gapeduli sama kita","['ngomongin', 'sihmeragukan', 'nasionalisme', 'tp', 'gapeduli']","ngomongin sihmeragukan nasionalisme tp gapeduli","negatif","0","0","2025-02-24 08:14:42"
"Bolehhsayangg’s comment: pliss kasih tau cara buat pindah kewarganegaraan Jepang gmna aku mau pindah ke Jepang aja😭😭😭","pliss kasih tau cara buat pindah kewarganegaraan Jepang gmna aku mau pindah ke Jepang aja😭😭😭","pliss kasih tau cara buat pindah kewarganegaraan jepang gmna aku mau pindah ke jepang aja","pliss kasih tau cara buat pindah kewarganegaraan jepang bagaimana saya mau pindah ke jepang aja","['pliss', 'kasih', 'tau', 'pindah', 'kewarganegaraan', 'jepang', 'pindah', 'jepang', 'aja']","pliss kasih tau pindah kewarganegaraan jepang pindah jepang aja","positif","0","0","2025-02-19 07:26:18"
"raka_11’s comment: bersih bet gada tikus","bersih bet gada tikus","bersih bet gada tikus","bersih bet gada tikus","['bersih', 'bet', 'gada', 'tikus']","bersih bet gada tikus","negatif","0","0","2025-02-14 01:11:24"
"Kehidupan di Selandia Baru’s comment: kk Vina, aku udh 10tahun di NZ, udh dpt PR dan emg berasa tinggal di luar negeri lebih berasa nyamannya ketimbang tinggal di negeri sndiri","kk Vina, aku udh 10tahun di NZ, udh dpt PR dan emg berasa tinggal di luar negeri lebih berasa nyamannya ketimbang tinggal di negeri sndiri","kk vina aku udh 10tahun di nz udh dpt pr dan emg berasa tinggal di luar negeri lebih berasa nyamannya ketimbang tinggal di negeri sndiri","kk vina saya sudah 10tahun di nz sudah dpt pr dan memang berasa tinggal di luar negeri lebih berasa nyamannya ketimbang tinggal di negeri sndiri","['kk', 'vina', 'nz', 'dpt', 'pr', 'asa', 'tinggal', 'negeri', 'asa', 'nyaman', 'ketimbang', 'tinggal', 'negeri', 'sndiri']","kk vina nz dpt pr asa tinggal negeri asa nyaman ketimbang tinggal negeri sndiri","positif","0","0","2025-02-14 19:21:22"
"Tenka’s comment: yangg mau ikutt ke desa Jepang sama aku yokk, udahh pindah gratis dapet uang 500 jt lagi","yangg mau ikutt ke desa Jepang sama aku yokk, udahh pindah gratis dapet uang 500 jt lagi","yangg mau ikutt ke desa jepang sama aku yokk udahh pindah gratis dapet uang 500 jt lagi","yangg mau ikutt ke desa jepang sama saya yokk udahh pindah gratis dapet uang 500 juta lagi","['yangg', 'ikutt', 'desa', 'jepang', 'yokk', 'udahh', 'pindah', 'gratis', 'dapet', 'uang', 'juta']","yangg ikutt desa jepang yokk udahh pindah gratis dapet uang juta","positif","0","0","2025-02-17 08:28:02"
"ya memang bodoamat karena kerja di luar negeri masa depan lebih terjamin kehidupan bisa lebih bahagia","ya memang bodoamat karena kerja di luar negeri masa depan lebih terjamin kehidupan bisa lebih bahagia","ya memang bodoamat karena kerja di luar negeri masa depan lebih terjamin kehidupan bisa lebih bahagia","ya memang bodoamat karena kerja di luar negeri masa depan lebih terjamin kehidupan bisa lebih bahagia","['bodoamat', 'kerja', 'negeri', 'jamin', 'hidup', 'bahagia']","bodoamat kerja negeri jamin hidup bahagia","positif","0","0","2025-03-09 23:30:39"
"Raident🕷️’s comment: saya dari dulu cinta Indomie","saya dari dulu cinta Indomie","saya dari dulu cinta indomie","saya dari dulu cinta indomie","['cinta', 'indomie']","cinta indomie","positif","2","0","2025-02-13 04:21:16"
"pino’s comment: cinta indo tpi tdk di cintai balik #kaburajadulu","cinta indo tpi tdk di cintai balik #kaburajadulu","cinta indo tpi tdk di cintai balik","cinta indonesia tpi tidak di cintai balik","['cinta', 'indonesia', 'tpi', 'cinta']","cinta indonesia tpi cinta","negatif","1","0","2025-02-19 21:54:13"
"Rutofi’s comment: @partaigerindra min bilang ke menterimu, kita ora peduli. nasionalisme kita bapak itu ga perlu tau","@partaigerindra min bilang ke menterimu, kita ora peduli. nasionalisme kita bapak itu ga perlu tau","min bilang ke menterimu kita ora peduli nasionalisme kita bapak itu ga perlu tau","min bilang ke menterimu kita ora peduli nasionalisme kita bapak itu tidak perlu tau","['min', 'bilang', 'menteri', 'ora', 'peduli', 'nasionalisme', 'tau']","min bilang menteri ora peduli nasionalisme tau","negatif","0","0","2025-02-18 02:37:59"
"Dimz4you’s comment: yok ikut trenn #kaburajadulu lalu buka warung madura😃😂🗿","yok ikut trenn #kaburajadulu lalu buka warung madura😃😂🗿","yok ikut trenn lalu buka warung madura","yok ikut trenn lalu buka warung madura","['yok', 'trenn', 'buka', 'warung', 'madura']","yok trenn buka warung madura","netral","1","0","2025-02-23 05:08:19"
"pencari receh’s comment: justru nasionalnisme bapak yg kami ragukan","justru nasionalnisme bapak yg kami ragukan","justru nasionalnisme bapak yg kami ragukan","justru nasionalnisme bapak yang kami ragukan","['nasionalnisme', 'ragu']","nasionalnisme ragu","positif","0","0","2025-02-19 02:20:53"
"𝔞𝔩𝔦𝔭ᴳᵒᵈ’s comment: bentar lagi juga ancur nih negara","bentar lagi juga ancur nih negara","bentar lagi juga ancur nih negara","bentar lagi juga ancur nih negara","['bentar', 'ancur', 'negara']","bentar ancur negara","negatif","0","0","2025-02-19 15:47:24"
"peri biru 🧚‍♀️🦊’s comment: no offense yaa, tp dipikiran gw malah ada yg menunggangi tagline ini biar smua anak muda pd pindah and then indonesia jd lebih mudah dikeruk hasil buminya sm org asing. gatau knp pemikiran gw smpe sejauh ituu 😫 ada yg kepikiran jg ga sih?","no offense yaa, tp dipikiran gw malah ada yg menunggangi tagline ini biar smua anak muda pd pindah and then indonesia jd lebih mudah dikeruk hasil buminya sm org asing. gatau knp pemikiran gw smpe sejauh ituu 😫 ada yg kepikiran jg ga sih?","no offense yaa tp dipikiran gw malah ada yg menunggangi tagline ini biar smua anak muda pd pindah and then indonesia jd lebih mudah dikeruk hasil buminya sm org asing gatau knp pemikiran gw smpe sejauh ituu ada yg kepikiran jg ga sih","no offense yaa tp dipikiran saya malah ada yang menunggangi tagline ini biar smua anak muda pd pindah and then indonesia jadi lebih mudah dikeruk hasil buminya sama orang asing gatau knp pemikiran saya smpe sejauh ituu ada yang kepikiran jg tidak sih","['no', 'offense', 'yaa', 'tp', 'pikir', 'tunggang', 'tagline', 'biar', 'smua', 'anak', 'muda', 'pd', 'pindah', 'and', 'then', 'indonesia', 'mudah', 'keruk', 'hasil', 'bumi', 'orang', 'asing', 'gatau', 'knp', 'pikir', 'smpe', 'ituu', 'pikir', 'jg']","no offense yaa tp pikir tunggang tagline biar smua anak muda pd pindah and then indonesia mudah keruk hasil bumi orang asing gatau knp pikir smpe ituu pikir jg","negatif","0","0","2025-02-16 12:30:46"
"Einndt Fi Einherjar’s comment: You are always precious when you are in the right place","You are always precious when you are in the right place","you are always precious when you are in the right place","you are always precious when you are in the right place","['you', 'are', 'always', 'precious', 'when', 'you', 'are', 'in', 'the', 'right', 'place']","you are always precious when you are in the right place","netral","0","0","2025-02-15 20:05:09"
"9oo6le_Map•’s comment: Bukanya Beresin kebobrokan Pemerintah malah Kerjaan nya nyalahin Masyarakaaaattt mulu, Kalo Cuman begitu doang kehebatan pejabat Anak SD juga bisa pak 🙈🔥","Bukanya Beresin kebobrokan Pemerintah malah Kerjaan nya nyalahin Masyarakaaaattt mulu, Kalo Cuman begitu doang kehebatan pejabat Anak SD juga bisa pak 🙈🔥","bukanya beresin kebobrokan pemerintah malah kerjaan nya nyalahin masyarakaaaattt mulu kalo cuman begitu doang kehebatan pejabat anak sd juga bisa pak","bukanya beresin kebobrokan pemerintah malah kerjaan nya nyalahin masyarakat mulu kalau cuman begitu doang kehebatan pejabat anak sd juga bisa pak","['buka', 'resin', 'bobrok', 'perintah', 'kerja', 'nyalahin', 'masyarakat', 'mulu', 'cuman', 'doang', 'hebat', 'jabat', 'anak', 'sd']","buka resin bobrok perintah kerja nyalahin masyarakat mulu cuman doang hebat jabat anak sd","negatif","0","0","2025-02-15 19:57:34"
"VinnSkaEmyu.’s comment: padahal indo negara kaya
akan alam,dan warganya yg
ramah,tapi knp g maju kya
negara yang lainnya?
salah rakyat / pejabat??","padahal indo negara kaya
akan alam,dan warganya yg
ramah,tapi knp g maju kya
negara yang lainnya?
salah rakyat / pejabat??","padahal indo negara kaya akan alamdan warganya yg ramahtapi knp g maju kya negara yang lainnya salah rakyat pejabat","padahal indonesia negara kaya akan alamdan warganya yang ramahtapi knp tidak maju kya negara yang lainnya salah rakyat pejabat","['indonesia', 'negara', 'kaya', 'alamdan', 'warga', 'ramahtapi', 'knp', 'maju', 'kya', 'negara', 'salah', 'rakyat', 'jabat']","indonesia negara kaya alamdan warga ramahtapi knp maju kya negara salah rakyat jabat","negatif","0","0","2025-02-17 11:27:55"
"˖ ִֶָ𐀔’s comment: gue blm kelar S1 kelarin dl baru kabur aja dulu😭","gue blm kelar S1 kelarin dl baru kabur aja dulu😭","gue blm kelar s1 kelarin dl baru kabur aja dulu","gue belum kelar s1 kelarin dl baru kabur aja dulu","['gue', 'kelar', 'kelarin', 'dl', 'kabur', 'aja']","gue kelar kelarin dl kabur aja","positif","0","0","2025-02-15 01:20:37"
"dik🇮🇩🇳🇱’s comment: bang ikut🥲","bang ikut🥲","bang ikut","bang ikut","['bang']","bang","positif","0","0","2025-02-11 14:50:44"
"Baru 5 thn di luar negeri..tp gk kepikiran untuk pulang ke konoha..jdi pengangguran gk Ada duit","Baru 5 thn di luar negeri..tp gk kepikiran untuk pulang ke konoha..jdi pengangguran gk Ada duit","baru 5 thn di luar negeritp gk kepikiran untuk pulang ke konohajdi pengangguran gk ada duit","baru 5 tahun di luar negeritp tidak kepikiran untuk pulang ke konohajdi pengangguran tidak ada duit","['negeritp', 'pikir', 'pulang', 'konohajdi', 'anggur', 'duit']","negeritp pikir pulang konohajdi anggur duit","positif","0","0","2025-02-20 06:07:50"
"٭’s comment: suruh siapa negara banyak korupsi😹","suruh siapa negara banyak korupsi😹","suruh siapa negara banyak korupsi","suruh siapa negara banyak korupsi","['suruh', 'negara', 'korupsi']","suruh negara korupsi","negatif","1","0","2025-02-12 23:05:30"
"nopal’s comment: KAK TUTOR 😭😭","KAK TUTOR 😭😭","kak tutor","kak tutor","['kak', 'tutor']","kak tutor","netral","0","0","2025-02-13 00:17:17"
"Syahil’s comment: sedang di pase belajar bahasa inggris 🙏 semangat","sedang di pase belajar bahasa inggris 🙏 semangat","sedang di pase belajar bahasa inggris semangat","sedang di pase belajar bahasa inggris semangat","['pase', 'ajar', 'bahasa', 'inggris', 'semangat']","pase ajar bahasa inggris semangat","netral","1","0","2025-02-12 09:21:01"
"wawanoblo_’s comment: peker si ora","peker si ora","peker si ora","peker si ora","['peker', 'ora']","peker ora","negatif","0","0","2025-02-15 15:44:51"
"Sung Jinwoo’s comment: persetan dengan nasionalisme 😂hidup bukan anda yg jamin","persetan dengan nasionalisme 😂hidup bukan anda yg jamin","persetan dengan nasionalisme hidup bukan anda yg jamin","persetan dengan nasionalisme hidup bukan anda yang jamin","['persetan', 'nasionalisme', 'hidup', 'jamin']","persetan nasionalisme hidup jamin","negatif","0","0","2025-02-23 05:30:20"
"Roronoa`vann_’s comment: yakinkan rakyat nasionalisme pemerintahan dluu..
jangan bicara nasionalisme sedangkan klen plihara tikus² g bertanggung jwb.","yakinkan rakyat nasionalisme pemerintahan dluu..
jangan bicara nasionalisme sedangkan klen plihara tikus² g bertanggung jwb.","yakinkan rakyat nasionalisme pemerintahan dluu jangan bicara nasionalisme sedangkan klen plihara tikus² g bertanggung jwb","yakinkan rakyat nasionalisme pemerintahan dluu jangan bicara nasionalisme sedangkan klen plihara tikus² tidak bertanggung jwb","['yakin', 'rakyat', 'nasionalisme', 'perintah', 'dluu', 'bicara', 'nasionalisme', 'klen', 'plihara', 'tanggung', 'jwb']","yakin rakyat nasionalisme perintah dluu bicara nasionalisme klen plihara tanggung jwb","negatif","0","0","2025-02-16 12:33:26"
"Eki Zulfian’s comment: bng berangkatkan saya kejepang, sekalian saya bawa parfum biar harum","bng berangkatkan saya kejepang, sekalian saya bawa parfum biar harum","bng berangkatkan saya kejepang sekalian saya bawa parfum biar harum","bng berangkatkan saya kejepang sekalian saya bawa parfum biar harum","['bng', 'berangkat', 'kejepang', 'bawa', 'parfum', 'biar', 'harum']","bng berangkat kejepang bawa parfum biar harum","positif","0","0","2025-02-19 14:47:09"
"Almost 10 yrs in US worth it every minute of my life","Almost 10 yrs in US worth it every minute of my life","almost 10 yrs in us worth it every minute of my life","almost 10 yrs in us worth it every minute of my life","['almost', 'yrs', 'in', 'us', 'worth', 'it', 'every', 'mute', 'of', 'my', 'life']","almost yrs in us worth it every mute of my life","positif","1","0","2025-02-12 15:16:50"
"amyhilal’s comment: mgkn mereka sdh muak dgn keadaan indonesia yg oenuh drama dan kontroversi","mgkn mereka sdh muak dgn keadaan indonesia yg oenuh drama dan kontroversi","mgkn mereka sdh muak dgn keadaan indonesia yg oenuh drama dan kontroversi","mgkn mereka sudah muak dengan keadaan indonesia yang oenuh drama dan kontroversi","['mgkn', 'muak', 'indonesia', 'oenuh', 'drama', 'kontroversi']","mgkn muak indonesia oenuh drama kontroversi","negatif","0","0","2025-02-16 02:53:39"
"anthi’s comment: suami sepupu aku dulu kerja di Korea,pulang 2 tahun sekali.. setelah 10 tahun kerja pulang,udah punya tanah,Empang, buat usaha untuk istrinya dan membuka lapangan kerja.","suami sepupu aku dulu kerja di Korea,pulang 2 tahun sekali.. setelah 10 tahun kerja pulang,udah punya tanah,Empang, buat usaha untuk istrinya dan membuka lapangan kerja.","suami sepupu aku dulu kerja di koreapulang 2 tahun sekali setelah 10 tahun kerja pulangudah punya tanahempang buat usaha untuk istrinya dan membuka lapangan kerja","suami sepupu saya dulu kerja di koreapulang 2 tahun sekali setelah 10 tahun kerja pulangudah punya tanahempang buat usaha untuk istrinya dan membuka lapangan kerja","['suami', 'sepupu', 'kerja', 'koreapulang', 'kerja', 'pulangudah', 'tanahempang', 'usaha', 'istri', 'buka', 'lapang', 'kerja']","suami sepupu kerja koreapulang kerja pulangudah tanahempang usaha istri buka lapang kerja","positif","1","0","2025-02-19 08:44:32"
"Sal’s comment: bukan masalah nasionalisme tapi dimana letak pemerintah untuk kesejahteraan rakyatnya?","bukan masalah nasionalisme tapi dimana letak pemerintah untuk kesejahteraan rakyatnya?","bukan masalah nasionalisme tapi dimana letak pemerintah untuk kesejahteraan rakyatnya","bukan masalah nasionalisme tapi dimana letak pemerintah untuk kesejahteraan rakyatnya","['nasionalisme', 'mana', 'letak', 'perintah', 'sejahtera', 'rakyat']","nasionalisme mana letak perintah sejahtera rakyat","negatif","1","0","2025-02-14 23:34:56"
"yg penting hidup terjamin dulu🥺","yg penting hidup terjamin dulu🥺","yg penting hidup terjamin dulu","yang penting hidup terjamin dulu","['hidup', 'jamin']","hidup jamin","positif","0","0","2025-02-20 01:34:26"
"i'm Ansel’s comment: mungkin yang berat itu adaptasi nya sihh
kalau kelayakan untuk hidup yahh sudah pasti beda jauhh antara negara maju dan berkembang","mungkin yang berat itu adaptasi nya sihh
kalau kelayakan untuk hidup yahh sudah pasti beda jauhh antara negara maju dan berkembang","mungkin yang berat itu adaptasi nya sihh kalau kelayakan untuk hidup yahh sudah pasti beda jauhh antara negara maju dan berkembang","mungkin yang berat itu adaptasi nya sihh kalau kelayakan untuk hidup yahh sudah pasti beda jauhh antara negara maju dan berkembang","['berat', 'adaptasi', 'sihh', 'layak', 'hidup', 'yahh', 'beda', 'jauhh', 'negara', 'maju', 'kembang']","berat adaptasi sihh layak hidup yahh beda jauhh negara maju kembang","negatif","0","0","2025-02-19 23:48:11"
"Pu🌻’s comment: aku udar kabur🤣.","aku udar kabur🤣.","aku udar kabur","saya udar kabur","['udar', 'kabur']","udar kabur","negatif","0","0","2025-02-14 14:22:09"
"Its.Feliizv🕸️’s comment: gimana gak punya sifat nasionalisme,punya pun gak dihargai","gimana gak punya sifat nasionalisme,punya pun gak dihargai","gimana gak punya sifat nasionalismepunya pun gak dihargai","bagaimana tidak punya sifat nasionalismepunya pun tidak dihargai","['sifat', 'nasionalismepunya', 'harga']","sifat nasionalismepunya harga","negatif","1","0","2025-02-25 08:12:45"
